,0
2896,1985-03-01
2897,1985-04-01
2898,1985-05-01
2899,1985-06-01
2900,1985-07-01
2901,1985-08-01
2902,1985-09-01
2903,1985-10-01
2904,1985-11-01
2905,1985-12-01
2906,1986-01-01
2907,1986-02-01
2908,1986-03-01
2909,1986-04-01
2910,1986-05-01
2911,1986-06-01
2912,1986-07-01
2913,1986-08-01
2914,1986-09-01
2915,1986-10-01
2916,1986-11-01
2917,1986-12-01
2918,1987-01-01
2919,1987-02-01
2920,1987-03-01
2921,1987-04-01
2922,1987-05-01
2923,1987-06-01
2924,1987-07-01
2925,1987-08-01
2926,1987-09-01
2927,1987-10-01
2928,1987-11-01
2929,1987-12-01
2930,1988-01-01
2931,1988-02-01
2932,1988-03-01
2933,1988-04-01
2934,1988-05-01
2935,1988-06-01
2936,1988-07-01
2937,1988-08-01
2938,1988-09-01
2939,1988-10-01
2940,1988-11-01
2941,1988-12-01
2942,1989-01-01
2943,1989-02-01
2944,1989-03-01
2945,1989-04-01
2946,1989-05-01
2947,1989-06-01
2948,1989-07-01
2949,1989-08-01
2950,1989-09-01
2951,1989-10-01
2952,1989-11-01
2953,1989-12-01
2954,1990-01-01
2955,1990-02-01
2956,1990-03-01
2957,1990-04-01
2958,1990-05-01
2959,1990-06-01
2960,1990-07-01
2961,1990-08-01
2962,1990-09-01
2963,1990-10-01
2964,1990-11-01
2965,1990-12-01
2966,1991-01-01
2967,1991-02-01
2968,1991-03-01
2969,1991-04-01
2970,1991-05-01
2971,1991-06-01
2972,1991-07-01
2973,1991-08-01
2974,1991-09-01
2975,1991-10-01
2976,1991-11-01
2977,1991-12-01
2978,1992-01-01
2979,1992-02-01
2980,1992-03-01
2981,1992-04-01
2982,1992-05-01
2983,1992-06-01
2984,1992-07-01
2985,1992-08-01
2986,1992-09-01
2987,1992-10-01
2988,1992-11-01
2989,1992-12-01
2990,1993-01-01
2991,1993-02-01
2992,1993-03-01
2993,1993-04-01
2994,1993-05-01
2995,1993-06-01
2996,1993-07-01
2997,1993-08-01
2998,1993-09-01
2999,1993-10-01
3000,1993-11-01
3001,1993-12-01
3002,1994-01-01
3003,1994-02-01
3004,1994-03-01
3005,1994-04-01
3006,1994-05-01
3007,1994-06-01
3008,1994-07-01
3009,1994-08-01
3010,1994-09-01
3011,1994-10-01
3012,1994-11-01
3013,1994-12-01
3014,1995-01-01
3015,1995-02-01
3016,1995-03-01
3017,1995-04-01
3018,1995-05-01
3019,1995-06-01
3020,1995-07-01
3021,1995-08-01
3022,1995-09-01
3023,1995-10-01
3024,1995-11-01
3025,1995-12-01
3026,1996-01-01
3027,1996-02-01
3028,1996-03-01
3029,1996-04-01
3030,1996-05-01
3031,1996-06-01
3032,1996-07-01
3033,1996-08-01
3034,1996-09-01
3035,1996-10-01
3036,1996-11-01
3037,1996-12-01
3038,1997-01-01
3039,1997-02-01
3040,1997-03-01
3041,1997-04-01
3042,1997-05-01
3043,1997-06-01
3044,1997-07-01
3045,1997-08-01
3046,1997-09-01
3047,1997-10-01
3048,1997-11-01
3049,1997-12-01
3050,1998-01-01
3051,1998-02-01
3052,1998-03-01
3053,1998-04-01
3054,1998-05-01
3055,1998-06-01
3056,1998-07-01
3057,1998-08-01
3058,1998-09-01
3059,1998-10-01
3060,1998-11-01
3061,1998-12-01
3062,1999-01-01
3063,1999-02-01
3064,1999-03-01
3065,1999-04-01
3066,1999-05-01
3067,1999-06-01
3068,1999-07-01
3069,1999-08-01
3070,1999-09-01
3071,1999-10-01
3072,1999-11-01
3073,1999-12-01
3074,2000-01-01
3075,2000-02-01
3076,2000-03-01
3077,2000-04-01
3078,2000-05-01
3079,2000-06-01
3080,2000-07-01
3081,2000-08-01
3082,2000-09-01
3083,2000-10-01
3084,2000-11-01
3085,2000-12-01
3086,2001-01-01
3087,2001-02-01
3088,2001-03-01
3089,2001-04-01
3090,2001-05-01
3091,2001-06-01
3092,2001-07-01
3093,2001-08-01
3094,2001-09-01
3095,2001-10-01
3096,2001-11-01
3097,2001-12-01
3098,2002-01-01
3099,2002-02-01
3100,2002-03-01
3101,2002-04-01
3102,2002-05-01
3103,2002-06-01
3104,2002-07-01
3105,2002-08-01
3106,2002-09-01
3107,2002-10-01
3108,2002-11-01
3109,2002-12-01
3110,2003-01-01
3111,2003-02-01
3112,2003-03-01
3113,2003-04-01
3114,2003-05-01
3115,2003-06-01
3116,2003-07-01
3117,2003-08-01
3118,2003-09-01
3119,2003-10-01
3120,2003-11-01
3121,2003-12-01
3122,2004-01-01
3123,2004-02-01
3124,2004-03-01
3125,2004-04-01
3126,2004-05-01
3127,2004-06-01
3128,2004-07-01
3129,2004-08-01
3130,2004-09-01
3131,2004-10-01
3132,2004-11-01
3133,2004-12-01
3134,2005-01-01
3135,2005-02-01
3136,2005-03-01
3137,2005-04-01
3138,2005-05-01
3139,2005-06-01
3140,2005-07-01
3141,2005-08-01
3142,2005-09-01
3143,2005-10-01
3144,2005-11-01
3145,2005-12-01
3146,2006-01-01
3147,2006-02-01
3148,2006-03-01
3149,2006-04-01
3150,2006-05-01
3151,2006-06-01
3152,2006-07-01
3153,2006-08-01
3154,2006-09-01
3155,2006-10-01
3156,2006-11-01
3157,2006-12-01
3158,2007-01-01
3159,2007-02-01
3160,2007-03-01
3161,2007-04-01
3162,2007-05-01
3163,2007-06-01
3164,2007-07-01
3165,2007-08-01
3166,2007-09-01
3167,2007-10-01
3168,2007-11-01
3169,2007-12-01
3170,2008-01-01
3171,2008-02-01
3172,2008-03-01
3173,2008-04-01
3174,2008-05-01
3175,2008-06-01
3176,2008-07-01
3177,2008-08-01
3178,2008-09-01
3179,2008-10-01
3180,2008-11-01
3181,2008-12-01
3182,2009-01-01
3183,2009-02-01
3184,2009-03-01
3185,2009-04-01
3186,2009-05-01
3187,2009-06-01
3188,2009-07-01
3189,2009-08-01
3190,2009-09-01
3191,2009-10-01
3192,2009-11-01
3193,2009-12-01
3194,2010-01-01
3195,2010-02-01
3196,2010-03-01
3197,2010-04-01
3198,2010-05-01
3199,2010-06-01
3200,2010-07-01
3201,2010-08-01
3202,2010-09-01
3203,2010-10-01
3204,2010-11-01
3205,2010-12-01
3206,2011-01-01
3207,2011-02-01
3208,2011-03-01
3209,2011-04-01
3210,2011-05-01
3211,2011-06-01
3212,2011-07-01
3213,2011-08-01
3214,2011-09-01
3215,2011-10-01
3216,2011-11-01
3217,2011-12-01
3218,2012-01-01
3219,2012-02-01
3220,2012-03-01
3221,2012-04-01
3222,2012-05-01
3223,2012-06-01
3224,2012-07-01
3225,2012-08-01
3226,2012-09-01
3227,2012-10-01
3228,2012-11-01
3229,2012-12-01
3230,2013-01-01
3231,2013-02-01
3232,2013-03-01
3233,2013-04-01
3234,2013-05-01
3235,2013-06-01
3236,2013-07-01
3237,2013-08-01
3238,2013-09-01
